id,owner-uid,name,description,category,attribution,periodOfTime,postingFreq,originator,link,downloadCount,viewCount,licenseId,publicationDate,rowsUpdateAt,tags,rowLabel,metadataLanguage,numberColumns,numColumnDescriptions,numTags
e7sd-jbuy,6hhm-htpq,Lobbyist Agent Employers,"This dataset contains information about the agents employed by a lobbying firm and the employers they ultimately lobby for.

A lobbyist/firm registers with the PDC, not individual agents (employees) of that firm. The PDC provides this data as a way to see the individuals that lobby for a firm and all the employers of that firm. This does not indicate that a particular agent necessarily lobbied for a particular employer, merely that the agent's firm lobbied for that employer.

This dataset is a best-effort by the PDC to provide a complete set of records as described herewith and may contain incomplete or incorrect information. The PDC provides access to the original reports for the purpose of record verification.

Descriptions attached to this dataset do not constitute legal definitions; please consult RCW 42.17A and WAC Title 390 for legal definitions and additional information regarding political finance disclosure requirements.

CONDITION OF RELEASE: This publication and or referenced documents constitutes a list of individuals prepared by the Washington State Public Disclosure Commission and may not be used for commercial purposes. This list is provided on the condition and with the understanding that the persons receiving it agree to this statutorily imposed limitation on its use. See RCW 42.56.070(9) and AGO 1975 No. 15.",Politics,Public Disclosure Commission,Data retrieval starts in 2016,Daily,,http://www.pdc.wa.gov,773,731,SEE_TERMS_OF_USE,2019-09-30 08:24:05,2021-02-15 14:35:32,"['lobbying', 'lobbyist', 'agent']",Agent for a given year and employer.,,18,18,3
hsx3-pn9g,nahs-vrbk,Washington State Agencies Listing,Listing of all Washington State Agencies and their Abbreviations,,,,,,,0,0,,2016-03-02 09:09:20,2016-03-02 09:08:44,"['washington', 'state', 'agencies']",Row,,2,2,3
fkrj-zq56,b2s6-8ii9,Master 2014 SOS Juvenile Abundance Density Final 91614,WDFW Juvenile Salmon Density Data,Natural Resources & Environment,"WDFW, Brodie Cox",,,,,0,0,,2015-01-27 17:10:10,2015-01-27 17:09:23,"['smolt', 'sos', 'salmon', 'state-of-the-salmon', 'wdfw', 'fish', 'parr']",,,11,0,7
xjth-3vtg,sbxf-tc9c,L&I Affidavit - Apprentice Level Worker Details,Apprentice Level Worker Details,Labor,L&I,,,,,1004,703,,2020-10-06 19:46:28,2021-02-15 07:01:08,"['affidavit', 'apprentice', 'worker', 'wage', 'hours']",Row,,14,13,5
raxi-vijr,3pra-yts3,"Kindergarten Immunization Data, 2015-2016",Washington kindergarten immunization rates by school for 2015-2016,Health,"Office of Immunization and Child Profile, Department of Health",School year 2015-2016,Annual,,http://www.doh.wa.gov/DataandStatisticalReports/HealthBehaviors/Immunization/SchoolReports/DataTables,3525,679,,2016-04-13 11:48:31,2016-04-13 11:42:34,"['vaccination', 'immunization', 'kindergarten', 'child health', 'department of health', 'mmr', 'polio', 'dtap', 'hepb', 'varicella']",School,,41,0,10
7ma7-qs6m,bvsx-y3xv,High School Graduate Outcomes - First Year Enrollment,,Education,Education Research & Data Center,2005-2016,Annual,,https://erdc.wa.gov/data-dashboards/high-school-feedback-report,367,678,,2020-05-26 14:34:53,2020-05-26 14:34:51,"['p20w', 'longitudinal']",,,11,11,2
ijvn-uemp,sbxf-tc9c,L&I Public Works Apprentice Utilization,"Updated monthly based on weekly certified payroll reports filed for all projects where the prime’s intent was filed on/after July 1, 2019. Use the Project ID as the unique identifier to link data from other L&I public works datasets. Important: This DOES NOT provide the final utilization, hour, or wage data for the project.",Labor,,,,,,34,670,,2021-01-06 15:23:39,2021-02-15 07:01:20,"['public works', 'prevailing wage', 'project', 'apprentice', 'omwbe', 'utilization', 'trades']",,,117,0,7
a24v-aq3d,7ykf-4t5h,Report Card Kindergarten Readiness for 2019-20,"This file includes WaKIDS assessment data for the 2019-20 school year. This Assessment is used to determine student preparedness for kindergarten. This data is disaggregated by the school, district, and state levels and includes counts and rates of student proficiency on various assessment measures. The data in this file is broken out by the following groups: grade level, gender, race/ethnicity, and student programs, and special characteristics. Please review the notes below for more information and notes for downloading this data.",Education,OSPI,,,,https://washingtonstatereportcard.ospi.k12.wa.us/,125,671,,2020-01-23 17:36:23,2020-01-23 17:36:23,"['ospi', 'k-12', 'kindergarten', '2020']",,,44,0,4
9vf7-7een,3pra-yts3,"Sixth (6th) grade immunization data by school, 2015-2016",Washington sixth grade immunization rates by school for 2015-2016,Health,"Office of Immunization and Child Profile, Department of Health",School year 2015-2016,Annual,,http://www.doh.wa.gov/DataandStatisticalReports/HealthBehaviors/Immunization/SchoolReports/DataTables,3199,661,,2016-04-13 11:58:47,2016-04-13 11:50:53,"['immunization', 'vaccination', 'student', 'child health', 'department of health', 'mmr', 'polio', 'dtap', 'hepb', 'varicella']",School,,41,0,10
uj4q-wr8d,7ykf-4t5h,Report Card Growth for 2018-19,,Education,OSPI,,,,https://washingtonstatereportcard.ospi.k12.wa.us/,334,651,,2019-11-20 12:53:52,2019-11-20 12:53:52,"['ospi', 'k-12', '2019', 'student', 'groth', 'reportcard']",,,26,10,6
mpxt-wffm,4qen-4xif,WA RCO SCORP 2013 Dataset Part 7 of 7,"This dataset is a survey of outdoor recreation demand which includes responses from 3,114 residents of Washington state who were interviewed by phone between August 27 and October 26, 2012. The telephone survey was conducted using random digit dialing.  To meet the regional planning requirements of the project, the sample was stratified by the 10 planning regions in Washington (see the 2013 SCORP Plan, Appendix A for survey methodology and map). The consultant obtained a minimum of 300 completed interviews in each region.  Within each region, the results were weighted by demographic characteristics so that the sample was representative of residents of that region.  For statewide results, each region was weighted to be in proper proportion to the state population as a whole.  Study findings are representative at the statewide level as well as by planning region.  Any manipulation or analysis of the data should take this sampling approach and weighting into account.",Recreation,Washington State Recreation and Conservation Office (WA RCO),,,,http://www.rco.wa.gov,0,0,PUBLIC_DOMAIN,2013-10-31 15:13:36,2013-10-24 12:47:44,"['washington state (wa)', 'recreation and conservation office (rco)', 'state comprehensive outdoor recreation plan (scorp) 2013', 'national park service (nps)']",,,99,0,4
kg5k-8pyt,7ykf-4t5h,Washington School Improvement Framework (WSIF) Stacked 2017 - 2019 Runs,The Washington School Improvement Framework is used for Federal School Accountability under the Every Student Succeeds Act,Education,OSPI Accountability Data,,,,,0,0,,2020-02-13 14:28:13,2020-02-13 16:44:15,"['wsif', 'washington school improvement framework', 'education', 'k-12', 'accountability', 'ospi', 'report card', '2018', '2017', 'students', 'essa', 'every student succeeds act', '2019']",,,56,55,13
sibs-5k6j,mysd-vsim,2016 Residential Sewer Rate Survey,The survey includes monthly sewer rates per “equivalent residential unit” (ERU)* served by municipal wastewater treatment plants in Washington State. Information was compiled from August 2016-January 2017 using information from utility billing web pages and phone surveys. Stormwater rates were also included as available.,Economics,,,,E. Keeley-Arnold,,1024,634,PUBLIC_DOMAIN,2017-11-27 14:51:13,2017-11-27 14:51:13,"['sewer rates', 'stormwater rates', 'wastewater', 'ecology']",,,31,0,4
37cr-k5cr,6hhm-htpq,Voter Address Precinct Crosswalk,"The PDC uses this data set for its online web applications to assist the public in finding information relative to a particular jurisdiction. It is provided here for the purpose of assisting application developers and may be of limited interest for the general public.

This dataset is a subset (copy) of voter registration records provided to the Public Disclosure Commission by the Washington Secretary of State (SOS) under the terms of SOS and applicable law. Use of this data is governed by any restrictions or limitations of the original release by SOS. By accessing this data you are agreeing to use the data in accordance with the RCW 29A.08.720, RCW 29A.08.740 and RCW 42.56.070(9) and any other applicable law.

The PDC has removed all information from the original data set except the address and precinct information for the purpose of assisting the public in determining how their address correlates to the PDC's internal accounting of jurisdictions. This data set is updated infrequently. Please see the date of last update in the metadata. 

This data set can be used to correlate an address in Washington state with a precinct code. The precinct code can then be used to lookup a corresponding PDC jurisdiction and office in the data set containing the PDCs precinct to jurisdiction crosswalk. These data are provided as-is and may contain errors or omissions. Please refer to the SOS for the most recent data.",Politics,Public Disclosure Commission,Current election year,Annual,,https://www.pdc.wa.gov,889,616,SEE_TERMS_OF_USE,2017-08-31 11:16:03,2020-07-22 14:51:13,['voter precinct'],Registered address,,10,10,1
5piy-sp8f,gamp-j27n,MASTER_DATA,Proof of Concept,,DES - Enterprise Reporting Services,,,,,1245,609,,2013-07-19 10:15:38,2013-07-15 13:50:29,['issuetrak'],,,16,0,1
gs3k-hp7i,sbxf-tc9c,L&I Public Notes For Affidavit,Public Notes For Affidavit,Labor,L & I,,,,,10372,607,,2020-10-06 19:35:33,2021-02-15 07:00:36,"['contractor', 'affidavit', 'notes']",Row,,4,4,3
mjwb-szba,6hhm-htpq,Public Agency Lobbying Totals,"This dataset contains the quarterly totals reported by public agencies on Form L5. The data are presents in a year format (a row represents a year and a year can contain up to 4 quarterly reports). The columns are represented as Q1, Q2, Q3, and Q4 for the four quarters and the year_total column is the sum of the four quarters.

This dataset is a best-effort by the PDC to provide a complete set of records as described herewith and may contain incomplete or incorrect information. The PDC provides access to the original reports for the purpose of record verification.

Descriptions attached to this dataset do not constitute legal definitions; please consult RCW 42.17A and WAC Title 390 for legal definitions and additional information regarding political finance disclosure requirements.

CONDITION OF RELEASE: This publication and or referenced documents constitutes a list of individuals prepared by the Washington State Public Disclosure Commission and may not be used for commercial purposes. This list is provided on the condition and with the understanding that the persons receiving it agree to this statutorily imposed limitation on its use. See RCW 42.56.070(9) and AGO 1975 No. 15.",Politics,Public Disclosure Commission,Data retrieval starts in 2011 and contains 10 years of data,Daily,,http://www.pdc.wa.gov,2361,606,SEE_TERMS_OF_USE,2021-02-09 21:00:50,2021-02-15 14:00:22,"['public agency', 'lobbying', 'l5']",Each row contains the total expenses reported by a public agency for a year.,,24,24,3
